Date,Event Description,Country,Country ISO,Admin 1,Latitude,Longitude,Geo Precision,Location of event,Reported Perpetrator,Reported Perpetrator Name,Weapon Carried/Used,Type of education facility,Attacks on Schools,Attacks on Universities,Military Occupation of Education facility,Arson attack on education facility,Forced Entry into education facility,Damage/Destruction To Ed facility Event,Attacks on Students and Teachers,Educators Killed,Educators Injured,Educators Kidnapped,Educators Arrested,Students Attacked in School,Students Killed,Students Injured,Students Kidnapped,Students Arrested,Sexual Violence Affecting School Age Children,SiND Event ID
5/9/22,"May 2022: An elementary school, serving as a polling station, was attacked by unidentified assailants who fired a grenade inside the building, injuring six voters.",Philippines,PHL,Soccsksargen,7.032568725,124.5015003,(2) 25 km Precision ,Education Building ,No Information,No Information,Hand Grenade,Primary School,1,0,0,0,0,0,TRUE,0,0,0,0,6,0,0,0,0,0,65573
5/9/22,"May 2022: Behind an elementary school which was being used as a polling station, unidentified assailants shot at members a community-led force supported by the police, while they were on duty. Three BPAT members were killed and one member was injured.",Philippines,PHL,Bangsamoro,6.715147954,124.7913276,(2) 25 km Precision ,Education Building ,No Information,No Information,Firearms,Primary School,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,65572
5/9/22,May 2022: The vicinity of a school was subjected to armed clashes.,Colombia,COL,RAP Pacífico,3.00749858,-76.58226013,"(3) District, Communicipality or Commune ",Education Building ,NSA,Unidentified Armed Actor,Firearms,School: No Further Details,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,60228
5/8/22,As reported in May 2022: A school was used as a base by the Taliban to hold and interrogate detainees.,Afghanistan,AFG,Panjshir Province,35.24724883,69.6156192,(2) 25 km Precision ,Education Building ,Other,Islamic Emirate of Afghanistan,Firearms,School: No Further Details,1,0,1,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,56139
5/7/22,"May 2022: In Luhansk oblast, a Russian aircraft dropped a bomb on a school where 90 civilians where sheltering, destroying it. Over 60 people were feared dead, as emergency crews rescued 30 from under the rubble. Seven were found injured. A threat of new strikes has also prevented rescuers from working overnight.",Ukraine,UKR,Luhansk Oblast,48.92446954,38.24702366,(2) 25 km Precision ,Education Building ,Foreign Forces - Military,Armed Forces of the Russian Federation,Aerial Bomb: Plane,School: No Further Details,1,0,0,0,0,1,TRUE,0,0,0,0,69,0,0,0,0,0,34268
5/6/22,May 2022: A university bus was stopped and the four employees on board were told to disembark before the bus was set on fire by Clan del Golfo members. 34 other vehicles were reportedly set on fire that day as part of a forced confinement in the area.,Colombia,COL,RAP del Agua y la Montaña,6.5386149,-75.91594157,"(3) District, Communicipality or Commune ",Private Travel,NSA,Clan del Golfo Non-State Armed Group,Arson,Not Applicable,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,62173
5/5/22,May 2022: Presumed JNIM militants burned the direction at a school.,Mali,MLI,Mopti,14.0679221,-2.8809009,(2) 25 km Precision ,Education Building ,NSA,Jama'at Nasr al-Islam wal Muslimin,Arson,School: No Further Details,1,0,0,1,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,46968
5/4/22,May 2022: At least seven ethnic Uyghur educators of the Nr. 8 High School have been confirmed to be imprisoned by Chinese authorities,China,CHN,Xinjiang,43.9052027,81.2747797,"(3) District, Communicipality or Commune ",Public Building,Host Government: Military,Government of China,Not Applicable: No Direct Violence,Not Applicable,0,0,0,0,0,0,FALSE,0,0,0,7,0,0,0,0,0,0,33862
5/3/22,"May 2021: Police arrested around five students of the university. The students, who belonged to an activist group, were protesting a new university exam policy. ",Azerbaijan,AZE,Baku,40.38589325,49.82733146,(2) 25 km Precision ,Education Building ,Police,National Police (Azerbaijan),Firearms,Not Applicable,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,5,0,34938
4/30/22,April 2022: A school was used as a military base. ,Ukraine,UKR,Kharkiv Oblast,49.1913721,37.2784125,(2) 25 km Precision ,Education Building ,No Information,No Information,Firearms,School: No Further Details,1,0,1,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,61617
4/30/22,"30 April 2022: A school was attacked, killing 200 soldiers stationed there.",Ukraine,UKR,Kharkiv Oblast,49.1913721,37.2784125,(2) 25 km Precision ,Education Building ,No Information,No Information,Firearms,School: No Further Details,1,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,61618
4/29/22,April 2022: Unknown individuals killed a teacher by slitting their throat at their office.,Mali,MLI,Sikasso Region,11.6531744,-8.2132503,(2) 25 km Precision ,Education Building ,No Information,No Information,Knife,School: No Further Details,1,0,0,0,0,0,TRUE,1,0,0,0,1,0,0,0,0,0,47035
4/27/22,"April 2022: An educational institution was reportedly attacked by suspected JNIM militants who held staff hostage, stripped them of their belongings, set the building and three vehicles on fire, and seized another vehicle. The attack reportedly led six schools to relocate students.",Mali,MLI,Sikasso Region,11.6879476,-5.6636533,(2) 25 km Precision ,Education Building ,NSA,Jama'at Nasr al-Islam wal Muslimin,Arson,School: No Further Details,1,0,0,1,0,1,TRUE,0,0,0,1,0,0,0,0,0,0,46983
4/26/22,"April 2022: A female suicide bomber detonated herself near the gate of a University, and killed four people aboard a minibus, including three Chinese teachers posted from Bejing. The separatist group Baloch Liberation Army claimed responsibility for the blast. The bomber was a 30-year-old teacher of science studying for a masterÃ¢â‚¬â„¢s degree. ",Pakistan,PAK,Sindh,24.9394709,67.1136829,(2) 25 km Precision ,Education Building ,NSA,Balochistan Liberation United Front,SVIED,University,0,1,0,0,0,0,TRUE,3,0,0,0,4,0,0,0,0,0,33762
4/24/22,April 2022: Boko Haram or ISWAP fighters burned down the a Government Primary and Secondary School ,Nigeria,NGA,Borno State,12.1875392,13.3080034,(2) 25 km Precision ,Education Building ,NSA,Unidentified Armed Actor,Arson,"Primary School, Secondary School",1,0,0,1,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,33745
4/24/22,"April 2022: Armed Arab tribesmen burned down schools, and other infrastructure as part of a wider attack in retaliation for the killing of two Arab nomads. At least 168 people, including six teachers, were killed, and 110 injured on this day alone. ",Sudan,SDN,West Darfur State,13.68832928,22.89498747,(2) 25 km Precision ,Education Building ,Other,Herdsmen (Sudan),Arson,School: No Further Details,1,0,0,1,0,1,TRUE,6,0,0,0,6,0,0,0,0,0,32541
4/20/22,April 2022: ISWAP fighters killed nine people and burned down a Government School. One person was injured.,Nigeria,NGA,Yobe,12.89213455,11.92154219,"(3) District, Communicipality or Commune ",Education Building ,NSA,Islamic State West Africa Province,Arson,School: No Further Details,1,0,0,1,1,1,TRUE,0,0,0,0,1,0,0,0,0,0,33744
4/20/22,April 2022: A school reported hearing a warning shot from nearby armed clashes between two groups.,Mali,MLI,Mopti,14.468356,-3.306466,(2) 25 km Precision ,Education Building ,NSA,Unidentified Armed Actor,Firearms,School: No Further Details,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,54815
4/19/22,"April 2022: An IED of unidentified origin detonated inside a High School, as students were coming out of their morning classes. A second blast took place as rescuers arrived to ferry victims from the first explosion to hospitals. At least six people were killed, including children, and 17 others wounded",Afghanistan,AFG,Kabul Province,34.5260109,69.1776838,"(3) District, Communicipality or Commune ",Education Building ,NSA,Islamic State,Unspecified IED,Secondary School,1,0,0,0,0,1,TRUE,0,0,0,0,23,0,0,0,0,0,33760
4/19/22,April 2022:  Israeli settlers harassed Bedouin children on their way to school ,OPT,PSE,West Bank,0,0,censored,Private Travel,Civilian,Israeli settlers,Not Applicable: No Direct Violence,Not Applicable,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,33765
4/16/22,"April 2022: A Court sentenced a member of the Teachersâ€™ Trade Association to four years imprisonment for illegal assembly and an additional one year for propaganda. Furthermore, he has been banned from travelling for one year, from residing in that area and nearby provinces for two years, and from joining political parties and social groups for two years",Iran,IRN,Tehran Province,35.6892523,51.3896004,"(3) District, Communicipality or Commune ",Public Building,Host Government: Military,Government of Iran,Not Applicable: No Direct Violence,Not Applicable,0,0,0,0,0,0,FALSE,0,0,0,1,0,0,0,0,0,0,33768
4/16/22,"April 2022: At a university, Israeli forces reportedly used teargas and clashed with students during a student demonstration.",OPT,PSE,West Bank,0,0,censored,Education Building ,Host Government: Military,Israeli Defence Forces,Firearms,University,0,1,0,0,0,0,TRUE,0,0,0,0,0,0,0,0,0,0,65836
4/12/22,"April 2022: A university was raided by Israeli forces, who clashed with students, allegedly firing teargas and rubber bullets, which injured 18 students. Classes were suspended for a day.",OPT,PSE,West Bank,0,0,censored,Education Building ,Host Government: Military,Israeli Defence Forces,Firearms,University,0,1,0,0,1,0,TRUE,0,0,0,0,18,0,18,0,0,0,65803
4/12/22,April 2022: Bandits kidnapped several female students of a college ,Nigeria,NGA,Zamfara State,11.82344455,6.904243258,(2) 25 km Precision ,Education Building ,No Information,No Information,Firearms,Not Applicable,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,5,0,0,33743
4/10/22,April 2022: A school was destroyed by Russian shelling. ,Ukraine,UKR,Luhansk Oblast,48.9478698,38.4936475,"(3) District, Communicipality or Commune ",Education Building ,Foreign Forces - Military,Armed Forces of the Russian Federation,Shelling,School: No Further Details,1,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,38055
4/7/22,April 2022: A primary school teacher was reportedly abducted by presumed JNIM militants.,Niger,NER,Tillabéri Region,12.8585667,1.6967167,(2) 25 km Precision ,Unspecified Location,NSA,Jama'at Nasr al-Islam wal Muslimin,Firearms,Not Applicable,0,0,0,0,0,0,FALSE,0,0,1,0,0,0,0,0,0,0,55019
4/6/22,April 2022: A school was set on fire by suspected JNIM militants.,Niger,NER,Tillabéri Region,12.8585667,1.6967167,(2) 25 km Precision ,Education Building ,NSA,Jama'at Nasr al-Islam wal Muslimin,Arson,School: No Further Details,1,0,0,1,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,54980
4/5/22,April 2022: A university was stormed by armed separatists who fired shots in the air and targeted students and teachers for not observing the stay-at-home order they had declared. Five people were injured in a subsequent stampede.,Cameroon,CMR,Northwest,6.0125129,10.25796446,(2) 25 km Precision ,Education Building ,NSA,Ambazonian Separatists,Firearms,University,0,1,0,0,1,0,TRUE,0,0,0,0,0,0,0,0,0,0,58976
4/5/22,April 2022: A primary school was set on fire by unidentified armed men. Classes for 320 children were suspended.,DRC,COD,Ituri,1.4528292,29.874835,"(3) District, Communicipality or Commune ",Education Building ,NSA,Unidentified Armed Actor,Arson,Primary School,1,0,0,1,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,62305
4/4/22,"April 2022: Shelling by government forces hit 50 metres away from a School, killing four boys who were on their way to school ",Syria,SYR,Idlib Governorate,35.9968705,36.784817,(2) 25 km Precision ,Education Building ,Other,Syrian Armed Forces,Shelling,School: No Further Details,1,0,0,0,0,0,TRUE,0,0,0,0,4,4,0,0,0,0,33747
4/3/22,"April 2022: In Vinnytsia Oblast, a teacher was sexually assaulted by a member of the Ukrainian territorial defence services who dragged her into the school library and tried to rape her. The man has been arrested.",Ukraine,UKR,Vinnytsia Oblast,49.23052741,28.46693033,(2) 25 km Precision ,Education Building ,Other,Armed Forces of Ukraine,Firearms,School: No Further Details,1,0,0,0,1,0,TRUE,0,0,0,0,0,0,0,0,0,0,32403
4/1/22,April 2022:  a 16-year-old school girl was struck and wounded in her left hand with an air gun bullet near the Traffic High School. The perpetrator remains unidentified.,Serbia,SRB,Vojvodina,45.2551338,19.8451756,"(3) District, Communicipality or Commune ",Education Building ,No Information,No Information,Firearms,Not Applicable,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,1,0,0,0,33764
3/31/22,"March 2022: three directors of School No. 4, School No. 13 and Lyceum No. 9 were detained by Russian Armed Forces after they refused to cooperate with the new Russian authorities",Ukraine,UKR,Zaporizhia Oblast,46.8467267,35.3827281,"(3) District, Communicipality or Commune ",Education Building ,Foreign Forces - Military,Armed Forces of the Russian Federation,Firearms,Not Applicable,0,0,0,0,0,0,FALSE,0,0,0,3,0,0,0,0,0,0,33339
3/31/22,"March 2022: shell fragments from a Russian attack partially smashed the windows of an educational complex, comprising a school and kindergartens. The roof over one of the kindergarten was destroyed. ",Ukraine,UKR,Kharkiv Oblast,49.8299582,36.3788957,"(4) Province, State, Governorate ",Education Building ,Foreign Forces - Military,Armed Forces of the Russian Federation,Shelling,School: No Further Details,1,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,33341
3/31/22,March 2022: a school caught fire due to the Russian Military Forces shelling. ,Ukraine,UKR,Luhansk Oblast,48.9478698,38.4936475,"(3) District, Communicipality or Commune ",Education Building ,Foreign Forces - Military,Armed Forces of the Russian Federation,Shelling,School: No Further Details,1,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,33340
3/31/22,"March 2022: Clashes between youth communities, have left around 19 schools destroyed or vandalised, affecting approximately 11,000 students.  Reporting suggested that soldiers also engaged in violence",South Sudan,SSD,Warrap,8.2139376,28.77194277,(2) 25 km Precision ,Education Building ,NSA,Unidentified Armed Actor,Arson,School: No Further Details,1,0,0,1,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,33079
3/31/22,March-April 2022: A school was used as a military base and detention centre for 28 days. ,Ukraine,UKR,Kharkiv Oblast,49.1913721,37.2784125,(2) 25 km Precision ,Education Building ,Foreign Forces - Military,Armed Forces of the Russian Federation,Firearms,School: No Further Details,1,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,61619
3/31/22,"March 2022: Russian prosecutors opened a criminal case against a 55-year-old female English and German language teacher under a new law that criminalises the spread of alleged fake news about the Russian army. Earlier on 18 March, in class, the teacher voiced her disapproval of the manner in which Russian state media framed the bombing of a maternity hospital in Mariupol, whilst unknowingly being recorded by her own students. She has since been banned from leaving Russia and, if found guilty, she could face up to 10 years in prison. ",Chechnya,RUS,Volga Federal District,53.200001,45,"(3) District, Communicipality or Commune ",Education Building ,Host Government: Military,Government of Russia,Unarmed Perpetrator,Not Applicable,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,33767
3/30/22,March 2022: shelling by Russian forces burned down a school,Ukraine,UKR,Luhansk Oblast,49.27676479,38.91083052,(2) 25 km Precision ,Education Building ,Foreign Forces - Military,Armed Forces of the Russian Federation,Shelling,School: No Further Details,1,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,33338
3/29/22,"March 2022: A Palestinian gunman killed five people, namely a local male teacher, a businessman, two Ukrainian construction workers, and an Arab-Israeli policeman.",Israel,ISR,Tel Aviv District,32.0873899,34.8324376,(2) 25 km Precision ,Unspecified Location,NSA,Unidentified Armed Actor,Firearms,Not Applicable,0,0,0,0,0,0,FALSE,1,0,0,0,0,0,0,0,0,0,33342
3/29/22,"March 2022: A heavily armed unit detained a professor and teach of teachers Committee, taking him to an unknown destination ",Sudan,SDN,Khartoum State,15.6131174,32.39585181,"(3) District, Communicipality or Commune ",Home,Other,Sudanese Armed Forces,Firearms,Not Applicable,0,0,0,0,0,0,FALSE,0,0,1,0,0,0,0,0,0,0,33089
3/29/22,"March 2022: The Sudanese Transitional Sovereignty Council announced the dismissal of 30 university presidents and boards, replacing them with 30 newly selected university presidents and eight new university vice-presidents. The decision was received with condemnation from unions and syndicates",South Sudan,SSD,No Information,7.8699431,29.6667897,(6) Country,Education Building ,Donor Government,Government of Sudan,Not Applicable: No Direct Violence,Not Applicable,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,33106
3/28/22,March 2022:  a woman was found dead in a basement of a school. She was found naked with a swastika painted on her stomach,Ukraine,UKR,Donetsk Oblast,47.0957648,37.5499621,"(3) District, Communicipality or Commune ",Education Building ,Foreign Forces - Military,Armed Forces of the Russian Federation,Firearms,School: No Further Details,1,0,0,0,1,0,FALSE,0,0,0,0,0,0,0,0,0,0,33337
3/27/22,"March 2022: Members of the Syrian national army reportedly fired a machine gun and hit an Elementary School, resulting in the wounding of eight students. The soldiers allegedly fired indiscriminately",Syria,SYR,Aleppo Governorate,36.5381056,36.7133408,(2) 25 km Precision ,Education Building ,Other,Syrian Armed Forces,Firearms,Primary School,1,0,0,0,0,0,TRUE,0,0,0,0,8,0,8,0,0,0,33102
3/27/22,"March 2022: Syrian Democratic Forces arrested six teachers in raids on their homes, apparently for calling for strike action in the education sector for better wages.",Syria,SYR,Ar-Raqqah Governorate,35.949678,39.0089212,"(3) District, Communicipality or Commune ",Home,Other,Syrian Armed Forces,Firearms,Not Applicable,0,0,0,0,0,0,FALSE,0,0,0,6,0,0,0,0,0,0,33097
3/26/22,"March 2022: shelling of unidentified origin damaged a school, three apartment buildings, and eight private residential buildings, outbuildings, garages and infrastructure facilities. Two people were injured.",Ukraine,UKR,Luhansk Oblast,49.0329045,38.3725819,(2) 25 km Precision ,Education Building ,No Information,No Information,Shelling,School: No Further Details,1,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,33336
3/25/22,March 2022: In an unspecified village presumed Russian forces damaged a school ,Ukraine,UKR,Luhansk Oblast,48.917267,38.4285981,"(3) District, Communicipality or Commune ",Education Building ,Foreign Forces - Military,Armed Forces of the Russian Federation,Shelling,School: No Further Details,1,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,33335
3/24/22,"March 2022: shelling by presumed Russian forces directly hit the roof of a school building, where people were taking shelter in its basement. There were no fires or casualties ",Ukraine,UKR,Luhansk Oblast,48.9477095,38.4936024,"(3) District, Communicipality or Commune ",Education Building ,Foreign Forces - Military,Armed Forces of the Russian Federation,Shelling,School: No Further Details,1,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,33226
3/24/22,"March 2022: Security forces fired teargas canisters into the  University campus, targeting anti-coup protesters",Sudan,SDN,Red Sea State,19.61033335,37.22032352,(2) 25 km Precision ,Education Building ,Other,Sudanese Armed Forces,"Tasers, Live and Rubber Bullets",University,0,1,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,33087
3/22/22,"March 2022: Two female employees of the a secondary school were stabbed with a knife and axe by an 18-year-old male student inside school premises. The victims were taken to hospital, where they succumbed to their wounds. Police arrested the perpetrator without difficulty. ",Sweden,SWE,Skåne County,55.6052931,13.0001566,"(3) District, Communicipality or Commune ",Education Building ,Civilian,Students,Knife,Not Applicable,0,0,0,0,0,0,FALSE,2,2,0,0,0,1,1,0,0,0,33137
3/22/22,"March 2022: A First Instance court sentenced the Head of the Public Law Department, Faculty of a University, to an 18 month prison term and a fine of MAD7,000 for demanding sex for grades from students. Similarly, a history of politics professor was sentenced to one year imprisonment and a MAD5,000 fine. The court further ruled a full acquittal of two other professors.",Morocco,MAR,Casablanca-Settat,33.5771695,-7.5306159,(2) 25 km Precision ,Public Building,Host Government: Military,Government of Morocco,Firearms,Not Applicable,0,0,0,0,0,0,FALSE,0,0,0,2,0,0,0,0,0,0,33345
3/21/22,"March 2022: In West region, a shell leftover from Libya's civil war exploded in a school. One student was injured. ",Libya,LBY,Sirte,31.16992231,16.20826573,(2) 25 km Precision ,Education Building ,Other,Conflict Party unspecified (Libya),Shelling,School: No Further Details,1,0,0,0,0,1,TRUE,0,0,0,0,1,0,1,0,0,0,41982
3/20/22,20 March 2022: A school was damaged by shelling.,Ukraine,UKR,Donetsk Oblast,47.0957648,37.5499621,"(3) District, Communicipality or Commune ",Education Building ,No Information,No Information,Shelling,School: No Further Details,1,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,61661
3/20/22,March 2022: A school was set on fire by armed men.,Burkina Faso,BFA,Boucle du Mouhoun,12.8431799,-2.9725089,(2) 25 km Precision ,Education Building ,NSA,Unidentified Armed Actor,Arson,School: No Further Details,1,0,0,1,1,1,FALSE,0,0,0,0,0,0,0,0,0,0,33074
3/20/22,"March 2022: Israeli forces arrested four Palestinian students a University after raiding their dorms, amid a series of arrests which followed a Jerusalem stabbing attack by a Palestinian man that injured two Israeli policemen",OPT,PSE,West Bank,0,0,censored,Education Building ,Host Government: Military,Israeli Defence Forces,Firearms,Not Applicable,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,4,0,33105
3/19/22,March 2022: A school was looted and set on fire by armed men.,Burkina Faso,BFA,East,13.090549,-0.173238,(2) 25 km Precision ,Education Building ,NSA,Unidentified Armed Actor,Arson,School: No Further Details,1,0,0,1,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,55246
3/19/22,"March 2022: Russian forces bombed the School Of Arts Nr. 12, where some 400 IDPs — including women, children and elderly people — were sheltering ",Ukraine,UKR,Kirovohrad Oblast,47.890781,31.891251,(2) 25 km Precision ,Education Building ,Foreign Forces - Military,Armed Forces of the Russian Federation,Mortar,School: No Further Details,1,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,33225
3/18/22,March 2022: A male student was killed in a school yard when armed men fired shots in its vicinity.,Burkina Faso,BFA,Sahel,14.6430502,0.03396878,(2) 25 km Precision ,Education Building ,NSA,Unidentified Armed Actor,Firearms,School: No Further Details,1,0,0,0,0,0,TRUE,0,0,0,0,1,1,0,0,0,0,55346
3/17/22,March 2022: A second school was occupied by FACA and other security personnel.,CAR,CAF,Haute-Kotto,8.5286372,23.2512322,(2) 25 km Precision ,Education Building ,Multiple,Unidentified Armed Actor,Firearms,School: No Further Details,1,0,1,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,59503
3/17/22,"March 2022:  Russian artillery hit a school and a cultural centre, killing 21 people and wounding 25 more, 10 of whom were seriously injured.",Ukraine,UKR,Kharkiv Oblast,49.8183386,36.0628675,(2) 25 km Precision ,Education Building ,Foreign Forces - Military,Armed Forces of the Russian Federation,Artillery,School: No Further Details,1,0,0,0,0,1,TRUE,0,0,0,0,46,0,0,0,0,0,33223
3/17/22,March 2022: A school was occupied by FACA and other security personnel.,CAR,CAF,Haute-Kotto,8.5286372,23.2512322,(2) 25 km Precision ,Education Building ,Multiple,Unidentified Armed Actor,Firearms,School: No Further Details,1,0,1,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,59502
3/16/22,March 2022: Presumed JNIM militants entered a school and ordered the closure of classes in the commune.,Mali,MLI,Timbuktu,15.8510333,-2.7861122,(2) 25 km Precision ,Education Building ,NSA,Jama'at Nasr al-Islam wal Muslimin,Firearms,School: No Further Details,1,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,46984
3/16/22,March 2022: A school teacher was killed by armed bandits amid a series of assaults against civilians in that area,Nigeria,NGA,Kaduna State,10.5182899,7.4359863,"(3) District, Communicipality or Commune ",Unspecified Location,NSA,Unidentified Armed Actor,Firearms,Not Applicable,0,0,0,0,0,0,FALSE,1,0,0,0,0,0,0,0,0,0,33080
3/15/22,March 2022: A child was abducted for military recruitment by the Syrian Democratic Forces as they were leaving a school.,Syria,SYR,Aleppo Governorate,36.2383063,37.1548659,(2) 25 km Precision ,Education Building ,NSA,Syrian Democratic Forces,Firearms,Secondary School,0,0,0,0,0,0,TRUE,0,0,0,0,1,0,0,1,0,0,62143
3/15/22,"March 2022: shelling by Russian forces destroyed three school buildings and a boarding school for visually-impaired children, in addition to the obstetrics and gynaecology department of a Multidisciplinary Hospital",Ukraine,UKR,Luhansk Oblast,49.0329045,38.3725819,(2) 25 km Precision ,Education Building ,Foreign Forces - Military,Armed Forces of the Russian Federation,Shelling,School: No Further Details,1,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,33222
3/15/22,March 2022: A school was occupied by Russian forces who dug trenches and parked military vehicles in the yard. ,Ukraine,UKR,Kharkiv Oblast,49.1913721,37.2784125,(2) 25 km Precision ,Education Building ,Foreign Forces - Military,Armed Forces of the Russian Federation,Firearms,School: No Further Details,1,0,1,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,61439
3/14/22,"March 2022: Security forces fired teargas in a school for girls, causing several teachers and students to struggle to breathe",Sudan,SDN,River Nile State,17.69112866,33.9848306,"(3) District, Communicipality or Commune ",Education Building ,Other,Sudanese Armed Forces,"Tasers, Live and Rubber Bullets",School: No Further Details,1,0,0,0,0,0,TRUE,0,2,0,0,4,0,2,0,0,0,33085
3/14/22,"March 2022: Teachers staged an anti-coup protest in front of the state Education Ministry, prompting security forces to raid a High School, where they beat and arrested three teachers, taking them to an undisclosed location. In response, on 15 March, teachers announced a complete strike, condemning the attack and demanding that the perpetrators be brought to justice",Sudan,SDN,South Darfur State,12.0505098,24.8795115,"(3) District, Communicipality or Commune ",Education Building ,Police,Sudan Police Force,Firearms,University,0,1,0,0,1,0,TRUE,0,3,0,3,3,0,0,0,0,0,33083
3/14/22,March 2022: The leader of the local branch of a teacher's union was arrested and detained at his house.,Sudan,SDN,Khartoum State,15.6445536,32.4777311,"(3) District, Communicipality or Commune ",Home,No Information,No Information,Firearms,Not Applicable,0,0,0,0,0,0,FALSE,0,0,0,1,0,0,0,0,0,0,62951
3/14/22,March 2022: Security forces threw teargas canisters into a University campus. ,Sudan,SDN,Red Sea State,19.61033335,37.22032352,(2) 25 km Precision ,Education Building ,Other,Sudanese Armed Forces,"Tasers, Live and Rubber Bullets",University,0,1,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,33086
3/14/22,"March 2022: During a protest against the coup, security forces beat a female teacher at gunpoint and detained her. Other teachers at the protest were reportedly treated similarly.",Sudan,SDN,Red Sea State,19.619217,37.211709,"(3) District, Communicipality or Commune ",Other,Other,Sudanese Armed Forces,Firearms,Not Applicable,0,0,0,0,0,0,FALSE,0,0,0,1,0,0,0,0,0,0,33084
3/13/22,March 2022: Russian forces opened fire on a school. People were trapped under the debris of concrete.,Ukraine,UKR,Mykolaiv Oblast,47.3886032,31.9442334,(2) 25 km Precision ,Education Building ,Foreign Forces - Military,Armed Forces of the Russian Federation,Shelling,School: No Further Details,1,0,0,0,0,1,TRUE,0,0,0,0,2,0,0,0,0,0,33198
3/13/22,March 2022:  a residential building and the building of School No. 8 were damaged as a result of falling rocket fragments.,Ukraine,UKR,Zhytomyr Oblast,50.7680258,29.2647319,(2) 25 km Precision ,Education Building ,Foreign Forces - Military,Armed Forces of the Russian Federation,Rocket,School: No Further Details,1,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,33211
3/13/22,"March 2022: In Kharkiv Oblast, a 31-year-old woman was raped multiple times at gunpoint by a 20-year-old Russian soldier after he entered the school she and her family were sheltering in along with around 40 other IDPs, mostly women and girls. The soldier beat her and cut her face, neck and hair with a knife.",Ukraine,UKR,Kharkiv Oblast,49.93649049,36.48765392,(2) 25 km Precision ,Education Building ,Foreign Forces - Military,Armed Forces of the Russian Federation,Knife,School: No Further Details,1,0,0,0,1,0,TRUE,0,0,0,0,1,0,0,0,0,0,32397
3/13/22,"March 2022:  an attack by Russian forces damaged a school and a mayor's office. Three people were killed and 13 injured, one of whom was left in critical condition. ",Ukraine,UKR,Mykolaiv Oblast,47.2702914,32.6107461,(2) 25 km Precision ,Education Building ,Foreign Forces - Military,Armed Forces of the Russian Federation,Shelling,School: No Further Details,1,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,33209
3/13/22,"13 March 2022: A school was attacked by an alleged Israeli settler who fired live ammunition, causing fear among students.",OPT,PSE,West Bank,0,0,censored,Education Building ,Civilian,Israeli settlers,Firearms,Primary School,1,0,0,0,0,0,TRUE,0,0,0,0,0,0,0,0,0,0,66009
3/12/22,March 2022: Russian forces shelled a school ,Ukraine,UKR,Kirovohrad Oblast,48.05744395,32.26743865,(2) 25 km Precision ,Education Building ,Foreign Forces - Military,Armed Forces of the Russian Federation,Shelling,School: No Further Details,1,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,33197
